Work Step Code,Work Step Name,Scope Item Code,Delivery Method Code,Cost Component Code,Work Step Sequence,Included by Default,Notes
WS-SLAB-GEN-SUBBASE-01,Place and compact subbase,SI-SLAB-GEN,DM-SLAB-GEN-STD,CC-SUBBASE,10,Yes,
WS-SLAB-GEN-REINF-01,Install reinforcement / mesh / cast-ins,SI-SLAB-GEN,DM-SLAB-GEN-STD,CC-REINF,10,Conditional,
WS-SLAB-GEN-CONC-01,Pour and finish concrete,SI-SLAB-GEN,DM-SLAB-GEN-STD,CC-CONC,10,Yes,
WS-SLAB-GEN-TIEIN-01,Form tie-ins / penetrations / edges,SI-SLAB-GEN,DM-SLAB-GEN-STD,CC-TIEIN,10,Conditional,
WS-SLAB-GEN-BFILL-01,Backfill in lifts,SI-SLAB-GEN,DM-SLAB-GEN-STD,CC-BFILL,10,Conditional,
WS-SLAB-GEN-BFILL-02,Compact backfill / placed material,SI-SLAB-GEN,DM-SLAB-GEN-STD,CC-BFILL,20,Conditional,
WS-SLAB-GEN-REINSTATE-01,Reinstate local surface,SI-SLAB-GEN,DM-SLAB-GEN-STD,CC-REINSTATE,10,Yes,
WS-SLAB-GEN-QA-01,Capture QA records and as-builts,SI-SLAB-GEN,DM-SLAB-GEN-STD,CC-QA,10,Yes,
WS-SLAB-GEN-QA-02,Final inspection and closeout,SI-SLAB-GEN,DM-SLAB-GEN-STD,CC-QA,20,Yes,
WS-SLAB-PLINTH-PRESTART-01,Review drawings and records,SI-SLAB-PLINTH,DM-SLAB-PLINTH-STD,CC-PRESTART,10,Yes,
WS-SLAB-PLINTH-PRESTART-02,Confirm site constraints and controls,SI-SLAB-PLINTH,DM-SLAB-PLINTH-STD,CC-PRESTART,20,Yes,
WS-SLAB-PLINTH-PRESTART-03,Set out work location,SI-SLAB-PLINTH,DM-SLAB-PLINTH-STD,CC-PRESTART,30,Yes,
WS-SLAB-PLINTH-BREAKOUT-01,Break out existing surface,SI-SLAB-PLINTH,DM-SLAB-PLINTH-STD,CC-BREAKOUT,10,Conditional,
WS-SLAB-PLINTH-BREAKOUT-02,Remove breakout material,SI-SLAB-PLINTH,DM-SLAB-PLINTH-STD,CC-BREAKOUT,20,Conditional,
WS-SLAB-PLINTH-LOCATE-01,Mark out known and suspected services,SI-SLAB-PLINTH,DM-SLAB-PLINTH-STD,CC-LOCATE,10,Conditional,
WS-SLAB-PLINTH-LOCATE-02,Correlate locator information,SI-SLAB-PLINTH,DM-SLAB-PLINTH-STD,CC-LOCATE,20,Conditional,
WS-SLAB-PLINTH-PROVE-01,Undertake proving / potholing / NDD,SI-SLAB-PLINTH,DM-SLAB-PLINTH-STD,CC-PROVE,10,Conditional,
WS-SLAB-PLINTH-PROVE-02,Confirm asset location and depth,SI-SLAB-PLINTH,DM-SLAB-PLINTH-STD,CC-PROVE,20,Conditional,
WS-SLAB-PLINTH-EXC-01,Excavate work area,SI-SLAB-PLINTH,DM-SLAB-PLINTH-STD,CC-EXC,10,Yes,
WS-SLAB-PLINTH-EXC-02,Trim formation / sidewalls / base,SI-SLAB-PLINTH,DM-SLAB-PLINTH-STD,CC-EXC,20,Yes,
WS-SLAB-PLINTH-SPOIL-01,Classify spoil,SI-SLAB-PLINTH,DM-SLAB-PLINTH-STD,CC-SPOIL,10,Yes,
WS-SLAB-PLINTH-SPOIL-02,Stockpile / haul / dispose spoil,SI-SLAB-PLINTH,DM-SLAB-PLINTH-STD,CC-SPOIL,20,Yes,
WS-SLAB-PLINTH-CAP-01,Install separator / geotextile,SI-SLAB-PLINTH,DM-SLAB-PLINTH-STD,CC-CAP,10,Conditional,
WS-SLAB-PLINTH-CAP-02,Place capping layer,SI-SLAB-PLINTH,DM-SLAB-PLINTH-STD,CC-CAP,20,Conditional,
WS-SLAB-PLINTH-SUBBASE-01,Place and compact subbase,SI-SLAB-PLINTH,DM-SLAB-PLINTH-STD,CC-SUBBASE,10,Yes,
WS-SLAB-PLINTH-REINF-01,Install reinforcement / mesh / cast-ins,SI-SLAB-PLINTH,DM-SLAB-PLINTH-STD,CC-REINF,10,Conditional,
WS-SLAB-PLINTH-CONC-01,Pour and finish concrete,SI-SLAB-PLINTH,DM-SLAB-PLINTH-STD,CC-CONC,10,Yes,
WS-SLAB-PLINTH-TIEIN-01,Form tie-ins / penetrations / edges,SI-SLAB-PLINTH,DM-SLAB-PLINTH-STD,CC-TIEIN,10,Conditional,
WS-SLAB-PLINTH-BFILL-01,Backfill in lifts,SI-SLAB-PLINTH,DM-SLAB-PLINTH-STD,CC-BFILL,10,Conditional,
WS-SLAB-PLINTH-BFILL-02,Compact backfill / placed material,SI-SLAB-PLINTH,DM-SLAB-PLINTH-STD,CC-BFILL,20,Conditional,
WS-SLAB-PLINTH-REINSTATE-01,Reinstate local surface,SI-SLAB-PLINTH,DM-SLAB-PLINTH-STD,CC-REINSTATE,10,Yes,
WS-SLAB-PLINTH-QA-01,Capture QA records and as-builts,SI-SLAB-PLINTH,DM-SLAB-PLINTH-STD,CC-QA,10,Yes,
WS-SLAB-PLINTH-QA-02,Final inspection and closeout,SI-SLAB-PLINTH,DM-SLAB-PLINTH-STD,CC-QA,20,Yes,
WS-SLAB-STEP-PRESTART-01,Review drawings and records,SI-SLAB-STEP,DM-SLAB-STEP-STD,CC-PRESTART,10,Yes,
WS-SLAB-STEP-PRESTART-02,Confirm site constraints and controls,SI-SLAB-STEP,DM-SLAB-STEP-STD,CC-PRESTART,20,Yes,
WS-SLAB-STEP-PRESTART-03,Set out work location,SI-SLAB-STEP,DM-SLAB-STEP-STD,CC-PRESTART,30,Yes,
WS-SLAB-STEP-BREAKOUT-01,Break out existing surface,SI-SLAB-STEP,DM-SLAB-STEP-STD,CC-BREAKOUT,10,Conditional,
WS-SLAB-STEP-BREAKOUT-02,Remove breakout material,SI-SLAB-STEP,DM-SLAB-STEP-STD,CC-BREAKOUT,20,Conditional,
WS-SLAB-STEP-LOCATE-01,Mark out known and suspected services,SI-SLAB-STEP,DM-SLAB-STEP-STD,CC-LOCATE,10,Conditional,
WS-SLAB-STEP-LOCATE-02,Correlate locator information,SI-SLAB-STEP,DM-SLAB-STEP-STD,CC-LOCATE,20,Conditional,
WS-SLAB-STEP-PROVE-01,Undertake proving / potholing / NDD,SI-SLAB-STEP,DM-SLAB-STEP-STD,CC-PROVE,10,Conditional,
WS-SLAB-STEP-PROVE-02,Confirm asset location and depth,SI-SLAB-STEP,DM-SLAB-STEP-STD,CC-PROVE,20,Conditional,
WS-SLAB-STEP-EXC-01,Excavate work area,SI-SLAB-STEP,DM-SLAB-STEP-STD,CC-EXC,10,Yes,
WS-SLAB-STEP-EXC-02,Trim formation / sidewalls / base,SI-SLAB-STEP,DM-SLAB-STEP-STD,CC-EXC,20,Yes,
WS-SLAB-STEP-SPOIL-01,Classify spoil,SI-SLAB-STEP,DM-SLAB-STEP-STD,CC-SPOIL,10,Yes,
WS-SLAB-STEP-SPOIL-02,Stockpile / haul / dispose spoil,SI-SLAB-STEP,DM-SLAB-STEP-STD,CC-SPOIL,20,Yes,
WS-SLAB-STEP-CAP-01,Install separator / geotextile,SI-SLAB-STEP,DM-SLAB-STEP-STD,CC-CAP,10,Conditional,
WS-SLAB-STEP-CAP-02,Place capping layer,SI-SLAB-STEP,DM-SLAB-STEP-STD,CC-CAP,20,Conditional,
WS-SLAB-STEP-SUBBASE-01,Place and compact subbase,SI-SLAB-STEP,DM-SLAB-STEP-STD,CC-SUBBASE,10,Yes,
WS-SLAB-STEP-REINF-01,Install reinforcement / mesh / cast-ins,SI-SLAB-STEP,DM-SLAB-STEP-STD,CC-REINF,10,Conditional,
WS-SLAB-STEP-CONC-01,Pour and finish concrete,SI-SLAB-STEP,DM-SLAB-STEP-STD,CC-CONC,10,Yes,
WS-SLAB-STEP-TIEIN-01,Form tie-ins / penetrations / edges,SI-SLAB-STEP,DM-SLAB-STEP-STD,CC-TIEIN,10,Conditional,
WS-SLAB-STEP-BFILL-01,Backfill in lifts,SI-SLAB-STEP,DM-SLAB-STEP-STD,CC-BFILL,10,Conditional,
WS-SLAB-STEP-BFILL-02,Compact backfill / placed material,SI-SLAB-STEP,DM-SLAB-STEP-STD,CC-BFILL,20,Conditional,
WS-SLAB-STEP-REINSTATE-01,Reinstate local surface,SI-SLAB-STEP,DM-SLAB-STEP-STD,CC-REINSTATE,10,Yes,
WS-SLAB-STEP-QA-01,Capture QA records and as-builts,SI-SLAB-STEP,DM-SLAB-STEP-STD,CC-QA,10,Yes,
WS-SLAB-STEP-QA-02,Final inspection and closeout,SI-SLAB-STEP,DM-SLAB-STEP-STD,CC-QA,20,Yes,
WS-SLAB-EDGE-PRESTART-01,Review drawings and records,SI-SLAB-EDGE,DM-SLAB-EDGE-STD,CC-PRESTART,10,Yes,
WS-SLAB-EDGE-PRESTART-02,Confirm site constraints and controls,SI-SLAB-EDGE,DM-SLAB-EDGE-STD,CC-PRESTART,20,Yes,
WS-SLAB-EDGE-PRESTART-03,Set out work location,SI-SLAB-EDGE,DM-SLAB-EDGE-STD,CC-PRESTART,30,Yes,
WS-SLAB-EDGE-BREAKOUT-01,Break out existing surface,SI-SLAB-EDGE,DM-SLAB-EDGE-STD,CC-BREAKOUT,10,Conditional,
WS-SLAB-EDGE-BREAKOUT-02,Remove breakout material,SI-SLAB-EDGE,DM-SLAB-EDGE-STD,CC-BREAKOUT,20,Conditional,
WS-SLAB-EDGE-LOCATE-01,Mark out known and suspected services,SI-SLAB-EDGE,DM-SLAB-EDGE-STD,CC-LOCATE,10,Conditional,
WS-SLAB-EDGE-LOCATE-02,Correlate locator information,SI-SLAB-EDGE,DM-SLAB-EDGE-STD,CC-LOCATE,20,Conditional,
WS-SLAB-EDGE-PROVE-01,Undertake proving / potholing / NDD,SI-SLAB-EDGE,DM-SLAB-EDGE-STD,CC-PROVE,10,Conditional,
WS-SLAB-EDGE-PROVE-02,Confirm asset location and depth,SI-SLAB-EDGE,DM-SLAB-EDGE-STD,CC-PROVE,20,Conditional,
WS-SLAB-EDGE-EXC-01,Excavate work area,SI-SLAB-EDGE,DM-SLAB-EDGE-STD,CC-EXC,10,Yes,
WS-SLAB-EDGE-EXC-02,Trim formation / sidewalls / base,SI-SLAB-EDGE,DM-SLAB-EDGE-STD,CC-EXC,20,Yes,
WS-SLAB-EDGE-SPOIL-01,Classify spoil,SI-SLAB-EDGE,DM-SLAB-EDGE-STD,CC-SPOIL,10,Yes,
WS-SLAB-EDGE-SPOIL-02,Stockpile / haul / dispose spoil,SI-SLAB-EDGE,DM-SLAB-EDGE-STD,CC-SPOIL,20,Yes,
WS-SLAB-EDGE-CAP-01,Install separator / geotextile,SI-SLAB-EDGE,DM-SLAB-EDGE-STD,CC-CAP,10,Conditional,
WS-SLAB-EDGE-CAP-02,Place capping layer,SI-SLAB-EDGE,DM-SLAB-EDGE-STD,CC-CAP,20,Conditional,
WS-SLAB-EDGE-SUBBASE-01,Place and compact subbase,SI-SLAB-EDGE,DM-SLAB-EDGE-STD,CC-SUBBASE,10,Yes,
WS-SLAB-EDGE-REINF-01,Install reinforcement / mesh / cast-ins,SI-SLAB-EDGE,DM-SLAB-EDGE-STD,CC-REINF,10,Conditional,
WS-SLAB-EDGE-CONC-01,Pour and finish concrete,SI-SLAB-EDGE,DM-SLAB-EDGE-STD,CC-CONC,10,Yes,
WS-SLAB-EDGE-TIEIN-01,Form tie-ins / penetrations / edges,SI-SLAB-EDGE,DM-SLAB-EDGE-STD,CC-TIEIN,10,Conditional,
WS-SLAB-EDGE-BFILL-01,Backfill in lifts,SI-SLAB-EDGE,DM-SLAB-EDGE-STD,CC-BFILL,10,Conditional,
WS-SLAB-EDGE-BFILL-02,Compact backfill / placed material,SI-SLAB-EDGE,DM-SLAB-EDGE-STD,CC-BFILL,20,Conditional,
WS-SLAB-EDGE-REINSTATE-01,Reinstate local surface,SI-SLAB-EDGE,DM-SLAB-EDGE-STD,CC-REINSTATE,10,Yes,
WS-SLAB-EDGE-QA-01,Capture QA records and as-builts,SI-SLAB-EDGE,DM-SLAB-EDGE-STD,CC-QA,10,Yes,
WS-SLAB-EDGE-QA-02,Final inspection and closeout,SI-SLAB-EDGE,DM-SLAB-EDGE-STD,CC-QA,20,Yes,
WS-EW-LOCAL-PRESTART-01,Review drawings and records,SI-EW-LOCAL,DM-EW-LOCAL,CC-PRESTART,10,Yes,
WS-EW-LOCAL-PRESTART-02,Confirm site constraints and controls,SI-EW-LOCAL,DM-EW-LOCAL,CC-PRESTART,20,Yes,
WS-EW-LOCAL-PRESTART-03,Set out work location,SI-EW-LOCAL,DM-EW-LOCAL,CC-PRESTART,30,Yes,
WS-EW-LOCAL-BREAKOUT-01,Break out existing surface,SI-EW-LOCAL,DM-EW-LOCAL,CC-BREAKOUT,10,Conditional,
WS-EW-LOCAL-BREAKOUT-02,Remove breakout material,SI-EW-LOCAL,DM-EW-LOCAL,CC-BREAKOUT,20,Conditional,
WS-EW-LOCAL-LOCATE-01,Mark out known and suspected services,SI-EW-LOCAL,DM-EW-LOCAL,CC-LOCATE,10,Conditional,
WS-EW-LOCAL-LOCATE-02,Correlate locator information,SI-EW-LOCAL,DM-EW-LOCAL,CC-LOCATE,20,Conditional,
WS-EW-LOCAL-PROVE-01,Undertake proving / potholing / NDD,SI-EW-LOCAL,DM-EW-LOCAL,CC-PROVE,10,Conditional,
WS-EW-LOCAL-PROVE-02,Confirm asset location and depth,SI-EW-LOCAL,DM-EW-LOCAL,CC-PROVE,20,Conditional,
WS-EW-LOCAL-EXC-01,Excavate work area,SI-EW-LOCAL,DM-EW-LOCAL,CC-EXC,10,Yes,
WS-EW-LOCAL-EXC-02,Trim formation / sidewalls / base,SI-EW-LOCAL,DM-EW-LOCAL,CC-EXC,20,Yes,
WS-EW-LOCAL-SPOIL-01,Classify spoil,SI-EW-LOCAL,DM-EW-LOCAL,CC-SPOIL,10,Yes,
WS-EW-LOCAL-SPOIL-02,Stockpile / haul / dispose spoil,SI-EW-LOCAL,DM-EW-LOCAL,CC-SPOIL,20,Yes,
WS-EW-LOCAL-BFILL-01,Backfill in lifts,SI-EW-LOCAL,DM-EW-LOCAL,CC-BFILL,10,Conditional,
WS-EW-LOCAL-BFILL-02,Compact backfill / placed material,SI-EW-LOCAL,DM-EW-LOCAL,CC-BFILL,20,Conditional,
WS-EW-LOCAL-REINSTATE-01,Reinstate local surface,SI-EW-LOCAL,DM-EW-LOCAL,CC-REINSTATE,10,Conditional,
WS-EW-LOCAL-QA-01,Capture QA records and as-builts,SI-EW-LOCAL,DM-EW-LOCAL,CC-QA,10,Yes,
WS-EW-LOCAL-QA-02,Final inspection and closeout,SI-EW-LOCAL,DM-EW-LOCAL,CC-QA,20,Yes,
WS-EW-BULK-PRESTART-01,Review drawings and records,SI-EW-BULK,DM-EW-BULK,CC-PRESTART,10,Yes,
WS-EW-BULK-PRESTART-02,Confirm site constraints and controls,SI-EW-BULK,DM-EW-BULK,CC-PRESTART,20,Yes,
WS-EW-BULK-PRESTART-03,Set out work location,SI-EW-BULK,DM-EW-BULK,CC-PRESTART,30,Yes,
WS-EW-BULK-BREAKOUT-01,Break out existing surface,SI-EW-BULK,DM-EW-BULK,CC-BREAKOUT,10,Conditional,
WS-EW-BULK-BREAKOUT-02,Remove breakout material,SI-EW-BULK,DM-EW-BULK,CC-BREAKOUT,20,Conditional,
WS-EW-BULK-LOCATE-01,Mark out known and suspected services,SI-EW-BULK,DM-EW-BULK,CC-LOCATE,10,Conditional,
WS-EW-BULK-LOCATE-02,Correlate locator information,SI-EW-BULK,DM-EW-BULK,CC-LOCATE,20,Conditional,
WS-EW-BULK-PROVE-01,Undertake proving / potholing / NDD,SI-EW-BULK,DM-EW-BULK,CC-PROVE,10,Conditional,
WS-EW-BULK-PROVE-02,Confirm asset location and depth,SI-EW-BULK,DM-EW-BULK,CC-PROVE,20,Conditional,
WS-EW-BULK-EXC-01,Excavate work area,SI-EW-BULK,DM-EW-BULK,CC-EXC,10,Yes,
WS-EW-BULK-EXC-02,Trim formation / sidewalls / base,SI-EW-BULK,DM-EW-BULK,CC-EXC,20,Yes,
WS-EW-BULK-SPOIL-01,Classify spoil,SI-EW-BULK,DM-EW-BULK,CC-SPOIL,10,Yes,
WS-EW-BULK-SPOIL-02,Stockpile / haul / dispose spoil,SI-EW-BULK,DM-EW-BULK,CC-SPOIL,20,Yes,
WS-EW-BULK-QA-01,Capture QA records and as-builts,SI-EW-BULK,DM-EW-BULK,CC-QA,10,Yes,
WS-EW-BULK-QA-02,Final inspection and closeout,SI-EW-BULK,DM-EW-BULK,CC-QA,20,Yes,
WS-EW-SITEFILL-PRESTART-01,Review drawings and records,SI-EW-SITEFILL,DM-EW-SITEFILL,CC-PRESTART,10,Yes,
WS-EW-SITEFILL-PRESTART-02,Confirm site constraints and controls,SI-EW-SITEFILL,DM-EW-SITEFILL,CC-PRESTART,20,Yes,
WS-EW-SITEFILL-PRESTART-03,Set out work location,SI-EW-SITEFILL,DM-EW-SITEFILL,CC-PRESTART,30,Yes,
WS-EW-SITEFILL-BREAKOUT-01,Break out existing surface,SI-EW-SITEFILL,DM-EW-SITEFILL,CC-BREAKOUT,10,Conditional,
WS-EW-SITEFILL-BREAKOUT-02,Remove breakout material,SI-EW-SITEFILL,DM-EW-SITEFILL,CC-BREAKOUT,20,Conditional,
WS-EW-SITEFILL-LOCATE-01,Mark out known and suspected services,SI-EW-SITEFILL,DM-EW-SITEFILL,CC-LOCATE,10,Conditional,
WS-EW-SITEFILL-LOCATE-02,Correlate locator information,SI-EW-SITEFILL,DM-EW-SITEFILL,CC-LOCATE,20,Conditional,
WS-EW-SITEFILL-PROVE-01,Undertake proving / potholing / NDD,SI-EW-SITEFILL,DM-EW-SITEFILL,CC-PROVE,10,Conditional,
WS-EW-SITEFILL-PROVE-02,Confirm asset location and depth,SI-EW-SITEFILL,DM-EW-SITEFILL,CC-PROVE,20,Conditional,
WS-EW-SITEFILL-CAP-01,Install separator / geotextile,SI-EW-SITEFILL,DM-EW-SITEFILL,CC-CAP,10,Conditional,
WS-EW-SITEFILL-CAP-02,Place capping layer,SI-EW-SITEFILL,DM-EW-SITEFILL,CC-CAP,20,Conditional,
WS-EW-SITEFILL-INSTALL-01,Install main item,SI-EW-SITEFILL,DM-EW-SITEFILL,CC-INSTALL,10,Yes,
WS-EW-SITEFILL-BFILL-01,Backfill in lifts,SI-EW-SITEFILL,DM-EW-SITEFILL,CC-BFILL,10,Yes,
WS-EW-SITEFILL-BFILL-02,Compact backfill / placed material,SI-EW-SITEFILL,DM-EW-SITEFILL,CC-BFILL,20,Yes,
WS-EW-SITEFILL-QA-01,Capture QA records and as-builts,SI-EW-SITEFILL,DM-EW-SITEFILL,CC-QA,10,Yes,
WS-EW-SITEFILL-QA-02,Final inspection and closeout,SI-EW-SITEFILL,DM-EW-SITEFILL,CC-QA,20,Yes,
WS-EW-IMPFILL-PRESTART-01,Review drawings and records,SI-EW-IMPFILL,DM-EW-IMPFILL,CC-PRESTART,10,Yes,
WS-EW-IMPFILL-PRESTART-02,Confirm site constraints and controls,SI-EW-IMPFILL,DM-EW-IMPFILL,CC-PRESTART,20,Yes,
WS-EW-IMPFILL-PRESTART-03,Set out work location,SI-EW-IMPFILL,DM-EW-IMPFILL,CC-PRESTART,30,Yes,
WS-EW-IMPFILL-BREAKOUT-01,Break out existing surface,SI-EW-IMPFILL,DM-EW-IMPFILL,CC-BREAKOUT,10,Conditional,
WS-EW-IMPFILL-BREAKOUT-02,Remove breakout material,SI-EW-IMPFILL,DM-EW-IMPFILL,CC-BREAKOUT,20,Conditional,
WS-EW-IMPFILL-LOCATE-01,Mark out known and suspected services,SI-EW-IMPFILL,DM-EW-IMPFILL,CC-LOCATE,10,Conditional,
WS-EW-IMPFILL-LOCATE-02,Correlate locator information,SI-EW-IMPFILL,DM-EW-IMPFILL,CC-LOCATE,20,Conditional,
WS-EW-IMPFILL-PROVE-01,Undertake proving / potholing / NDD,SI-EW-IMPFILL,DM-EW-IMPFILL,CC-PROVE,10,Conditional,
WS-EW-IMPFILL-PROVE-02,Confirm asset location and depth,SI-EW-IMPFILL,DM-EW-IMPFILL,CC-PROVE,20,Conditional,
WS-EW-IMPFILL-CAP-01,Install separator / geotextile,SI-EW-IMPFILL,DM-EW-IMPFILL,CC-CAP,10,Conditional,
WS-EW-IMPFILL-CAP-02,Place capping layer,SI-EW-IMPFILL,DM-EW-IMPFILL,CC-CAP,20,Conditional,
WS-EW-IMPFILL-INSTALL-01,Install main item,SI-EW-IMPFILL,DM-EW-IMPFILL,CC-INSTALL,10,Yes,
WS-EW-IMPFILL-BFILL-01,Backfill in lifts,SI-EW-IMPFILL,DM-EW-IMPFILL,CC-BFILL,10,Yes,
WS-EW-IMPFILL-BFILL-02,Compact backfill / placed material,SI-EW-IMPFILL,DM-EW-IMPFILL,CC-BFILL,20,Yes,
WS-EW-IMPFILL-QA-01,Capture QA records and as-builts,SI-EW-IMPFILL,DM-EW-IMPFILL,CC-QA,10,Yes,
WS-EW-IMPFILL-QA-02,Final inspection and closeout,SI-EW-IMPFILL,DM-EW-IMPFILL,CC-QA,20,Yes,
WS-EW-SELFILL-PRESTART-01,Review drawings and records,SI-EW-SELFILL,DM-EW-SELFILL,CC-PRESTART,10,Yes,
WS-EW-SELFILL-PRESTART-02,Confirm site constraints and controls,SI-EW-SELFILL,DM-EW-SELFILL,CC-PRESTART,20,Yes,
WS-EW-SELFILL-PRESTART-03,Set out work location,SI-EW-SELFILL,DM-EW-SELFILL,CC-PRESTART,30,Yes,
WS-EW-SELFILL-BREAKOUT-01,Break out existing surface,SI-EW-SELFILL,DM-EW-SELFILL,CC-BREAKOUT,10,Conditional,
WS-EW-SELFILL-BREAKOUT-02,Remove breakout material,SI-EW-SELFILL,DM-EW-SELFILL,CC-BREAKOUT,20,Conditional,
WS-EW-SELFILL-LOCATE-01,Mark out known and suspected services,SI-EW-SELFILL,DM-EW-SELFILL,CC-LOCATE,10,Conditional,
WS-EW-SELFILL-LOCATE-02,Correlate locator information,SI-EW-SELFILL,DM-EW-SELFILL,CC-LOCATE,20,Conditional,
WS-EW-SELFILL-PROVE-01,Undertake proving / potholing / NDD,SI-EW-SELFILL,DM-EW-SELFILL,CC-PROVE,10,Conditional,
WS-EW-SELFILL-PROVE-02,Confirm asset location and depth,SI-EW-SELFILL,DM-EW-SELFILL,CC-PROVE,20,Conditional,
WS-EW-SELFILL-CAP-01,Install separator / geotextile,SI-EW-SELFILL,DM-EW-SELFILL,CC-CAP,10,Conditional,
WS-EW-SELFILL-CAP-02,Place capping layer,SI-EW-SELFILL,DM-EW-SELFILL,CC-CAP,20,Conditional,
WS-EW-SELFILL-INSTALL-01,Install main item,SI-EW-SELFILL,DM-EW-SELFILL,CC-INSTALL,10,Yes,
WS-EW-SELFILL-BFILL-01,Backfill in lifts,SI-EW-SELFILL,DM-EW-SELFILL,CC-BFILL,10,Yes,
WS-EW-SELFILL-BFILL-02,Compact backfill / placed material,SI-EW-SELFILL,DM-EW-SELFILL,CC-BFILL,20,Yes,
WS-EW-SELFILL-QA-01,Capture QA records and as-builts,SI-EW-SELFILL,DM-EW-SELFILL,CC-QA,10,Yes,
WS-EW-SELFILL-QA-02,Final inspection and closeout,SI-EW-SELFILL,DM-EW-SELFILL,CC-QA,20,Yes,
WS-EW-CRUSHBF-PRESTART-01,Review drawings and records,SI-EW-CRUSHBF,DM-EW-CRUSHBF,CC-PRESTART,10,Yes,
WS-EW-CRUSHBF-PRESTART-02,Confirm site constraints and controls,SI-EW-CRUSHBF,DM-EW-CRUSHBF,CC-PRESTART,20,Yes,
WS-EW-CRUSHBF-PRESTART-03,Set out work location,SI-EW-CRUSHBF,DM-EW-CRUSHBF,CC-PRESTART,30,Yes,
WS-EW-CRUSHBF-BREAKOUT-01,Break out existing surface,SI-EW-CRUSHBF,DM-EW-CRUSHBF,CC-BREAKOUT,10,Conditional,
WS-EW-CRUSHBF-BREAKOUT-02,Remove breakout material,SI-EW-CRUSHBF,DM-EW-CRUSHBF,CC-BREAKOUT,20,Conditional,
WS-EW-CRUSHBF-LOCATE-01,Mark out known and suspected services,SI-EW-CRUSHBF,DM-EW-CRUSHBF,CC-LOCATE,10,Conditional,
WS-EW-CRUSHBF-LOCATE-02,Correlate locator information,SI-EW-CRUSHBF,DM-EW-CRUSHBF,CC-LOCATE,20,Conditional,
WS-EW-CRUSHBF-PROVE-01,Undertake proving / potholing / NDD,SI-EW-CRUSHBF,DM-EW-CRUSHBF,CC-PROVE,10,Conditional,
WS-EW-CRUSHBF-PROVE-02,Confirm asset location and depth,SI-EW-CRUSHBF,DM-EW-CRUSHBF,CC-PROVE,20,Conditional,
WS-EW-CRUSHBF-CAP-01,Install separator / geotextile,SI-EW-CRUSHBF,DM-EW-CRUSHBF,CC-CAP,10,Conditional,
WS-EW-CRUSHBF-CAP-02,Place capping layer,SI-EW-CRUSHBF,DM-EW-CRUSHBF,CC-CAP,20,Conditional,
WS-EW-CRUSHBF-INSTALL-01,Install main item,SI-EW-CRUSHBF,DM-EW-CRUSHBF,CC-INSTALL,10,Yes,
WS-EW-CRUSHBF-BFILL-01,Backfill in lifts,SI-EW-CRUSHBF,DM-EW-CRUSHBF,CC-BFILL,10,Yes,
WS-EW-CRUSHBF-BFILL-02,Compact backfill / placed material,SI-EW-CRUSHBF,DM-EW-CRUSHBF,CC-BFILL,20,Yes,
WS-EW-CRUSHBF-QA-01,Capture QA records and as-builts,SI-EW-CRUSHBF,DM-EW-CRUSHBF,CC-QA,10,Yes,
WS-EW-CRUSHBF-QA-02,Final inspection and closeout,SI-EW-CRUSHBF,DM-EW-CRUSHBF,CC-QA,20,Yes,
WS-DRAIN-PVC-PRESTART-01,Review drawings and records,SI-DRAIN-PVC,DM-DRAIN-PVC-STD,CC-PRESTART,10,Yes,
WS-DRAIN-PVC-PRESTART-02,Confirm site constraints and controls,SI-DRAIN-PVC,DM-DRAIN-PVC-STD,CC-PRESTART,20,Yes,
WS-DRAIN-PVC-PRESTART-03,Set out work location,SI-DRAIN-PVC,DM-DRAIN-PVC-STD,CC-PRESTART,30,Yes,
WS-DRAIN-PVC-LOCATE-01,Mark out known and suspected services,SI-DRAIN-PVC,DM-DRAIN-PVC-STD,CC-LOCATE,10,Conditional,
WS-DRAIN-PVC-LOCATE-02,Correlate locator information,SI-DRAIN-PVC,DM-DRAIN-PVC-STD,CC-LOCATE,20,Conditional,
WS-DRAIN-PVC-PROVE-01,Undertake proving / potholing / NDD,SI-DRAIN-PVC,DM-DRAIN-PVC-STD,CC-PROVE,10,Conditional,
WS-DRAIN-PVC-PROVE-02,Confirm asset location and depth,SI-DRAIN-PVC,DM-DRAIN-PVC-STD,CC-PROVE,20,Conditional,
WS-DRAIN-PVC-BREAKOUT-01,Break out existing surface,SI-DRAIN-PVC,DM-DRAIN-PVC-STD,CC-BREAKOUT,10,Conditional,
WS-DRAIN-PVC-BREAKOUT-02,Remove breakout material,SI-DRAIN-PVC,DM-DRAIN-PVC-STD,CC-BREAKOUT,20,Conditional,
WS-DRAIN-PVC-EXC-01,Excavate work area,SI-DRAIN-PVC,DM-DRAIN-PVC-STD,CC-EXC,10,Yes,
WS-DRAIN-PVC-EXC-02,Trim formation / sidewalls / base,SI-DRAIN-PVC,DM-DRAIN-PVC-STD,CC-EXC,20,Yes,
WS-DRAIN-PVC-SPOIL-01,Classify spoil,SI-DRAIN-PVC,DM-DRAIN-PVC-STD,CC-SPOIL,10,Yes,
WS-DRAIN-PVC-SPOIL-02,Stockpile / haul / dispose spoil,SI-DRAIN-PVC,DM-DRAIN-PVC-STD,CC-SPOIL,20,Yes,
